what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1342277215426
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342277232196
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342277234035
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342277235575
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342277241782
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342277259104
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342277293289
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1342277298279
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1342277303268
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1342277305407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342277305980
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1342277308317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342277317381
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342277331536
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342277343649
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342277347710
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342277350829
executed,command,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1342277352897
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342277363707
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342277368617
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1342277378255
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1342277412099
started,bundle,org.python.pydev.customizations,2.5.0.2012040618,"org.python.pydev.customizations",1342277430256
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342277439267
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1342277453054
opened,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1342277455360
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1342277455408
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1342277455861
