what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522122397
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522127226
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1339522131756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522132898
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522151051
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1339522152618
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1339522153458
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522154521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522212451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522213739
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522265030
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522265690
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522278310
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522280280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522527950
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1339522531347
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1339522532076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522533017
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522537105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522541301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522546628
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339522552535
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339523786199
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339523788093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339524257291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339524257546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339528073107
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1339528088521
started,bundle,org.eclipse.equinox.p2.ui,2.1.0.v20110601,"org.eclipse.equinox.p2.ui",1339528088732
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110510,"org.eclipse.equinox.p2.transport.ecf",1339528096055
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1339528096463
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1339528097449
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1339528098286
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1339528099501
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1339528099653
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339528100321
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339528100461
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339528103912
