what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1339519272968
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1339519273083
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1339519276898
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1339519277013
started,bundle,org.eclipse.wst.validation.ui,1.2.300.v201201050300,"org.eclipse.wst.validation.ui",1339519299363
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1339519299448
started,bundle,org.eclipse.wst.wsi.ui,1.0.502.v201104071820,"org.eclipse.wst.wsi.ui",1339519299738
started,bundle,org.eclipse.mylyn.wikitext.ui,1.5.0.v20110608-1400,"org.eclipse.mylyn.wikitext.ui",1339519301553
started,bundle,org.eclipse.mylyn.wikitext.core,1.5.1.v20110720-0100,"org.eclipse.mylyn.wikitext.core",1339519301578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339519305283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339519305533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1339519305613
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1339519305643
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.TaskList",1339519307228
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1339519308823
started,bundle,org.eclipse.wst.css.core,1.1.501.v201111292150,"org.eclipse.wst.css.core",1339519310958
started,bundle,com.google.gdt.eclipse.platform.shared,2.5.2.v201203300216-rel-r37,"com.google.gdt.eclipse.platform.shared",1339519311168
started,bundle,com.google.gdt.eclipse.platform.e37,2.5.2.v201203300216-rel-r37,"com.google.gdt.eclipse.platform.e37",1339519311168
started,bundle,com.google.gwt.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.gwt.eclipse.core",1339519312168
started,bundle,org.eclipse.wst.html.core,1.1.502.v201202091936,"org.eclipse.wst.html.core",1339519312338
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1339519312573
error,log,,,"Exception with /Exemplo/src/output/Hello.ie6.cache.html",1339519312788
error,log,,,"Exception with /Exemplo/src/output/Hello.mozilla.cache.html",1339519312793
error,log,,,"Exception with /Exemplo/src/output/Hello.nocache.html",1339519312798
error,log,,,"Exception with /Exemplo/src/output/Hello.oldmoz.cache.html",1339519312803
error,log,,,"Exception with /Exemplo/src/output/Hello.opera.cache.html",1339519312803
error,log,,,"Exception with /Exemplo/src/output/Hello.safari.cache.html",1339519312808
activated,editor,org.python.pydev,2.5.0.2012040618,"org.python.pydev.editor.PythonEditor",1339519313828
executed,command,,,"org.python.pydev.debug.ui.launchShortcut.python.run",1339519319203
started,bundle,com.google.appengine.eclipse.core,2.5.2.v201203300216-rel-r37,"com.google.appengine.eclipse.core",1339519324880
started,bundle,com.google.gdt.eclipse.suite,2.5.2.v201203300216-rel-r37,"com.google.gdt.eclipse.suite",1339519324925
activated,view,org.python.pydev,2.5.0.2012040618,"org.python.pydev.navigator.view",1339519337022
